GA_ARTICLE#GA_CODEARTICLE#GA_LIBELLE#GA_CODEBARRE#GA_PVTTC
B31877734077L                    X#B31877734077L#Follow FP T-Shirt#4063041972299#55,99
B31877734077M                    X#B31877734077M#Follow FP T-Shirt#4063041972312#55,99
B31877734077S                    X#B31877734077S#Follow FP T-Shirt#4063041972336#55,99
B31877734077XL                   X#B31877734077XL#Follow FP T-Shirt#4063041950259#39,99
B31877734077XS                   X#B31877734077XS#Follow FP T-Shirt#4063041950273#39,99
B31877734077XXL                  X#B31877734077XXL#Follow FP T-Shirt#4063041950297#39,99
B31877734166L                    X#B31877734166L#Follow FP T-Shirt#4063041950310#39,99
B31877734166M                    X#B31877734166M#Follow FP T-Shirt#4063041950334#39,99
B31877734166S                    X#B31877734166S#Follow FP T-Shirt#4063041950358#39,99
B31877734166XL                   X#B31877734166XL#Follow FP T-Shirt#4063041950266#39,99
B31877734166XS                   X#B31877734166XS#Follow FP T-Shirt#4063041950280#39,99
B31877734166XXL                  X#B31877734166XXL#Follow FP T-Shirt#4063041950303#39,99
B31877734188L                    X#B31877734188L#Follow FP T-Shirt#4063041950327#39,99
B31877734188M                    X#B31877734188M#Follow FP T-Shirt#4063041950341#39,99
B31877734188S                    X#B31877734188S#Follow FP T-Shirt#4063041950365#39,99
B31877734188XL                   X#B31877734188XL#Follow FP T-Shirt#4063041950570#39,99
B31877734188XS                   X#B31877734188XS#Follow FP T-Shirt#4063041950594#39,99
B31877734188XXL                  X#B31877734188XXL#Follow FP T-Shirt#4063041950617#39,99
B31877913273L                    X#B31877913273L#Solid Structure Shape#4063041950631#39,99
B31877913273M                    X#B31877913273M#Solid Structure Shape#4063041950655#39,99
B31877913273S                    X#B31877913273S#Solid Structure Shape#4063041950679#39,99
B31877913273XL                   X#B31877913273XL#Solid Structure Shape#4063041950587#39,99
B31877913273XS                   X#B31877913273XS#Solid Structure Shape#4063041950600#39,99
B31877913273XXL                  X#B31877913273XXL#Solid Structure Shape#4063041950624#39,99
B31877913474L                    X#B31877913474L#Solid Structure Shape#4063041950648#39,99
B31877913474M                    X#B31877913474M#Solid Structure Shape#4063041950662#39,99
B31877913474S                    X#B31877913474S#Solid Structure Shape#4063041950686#39,99
B31877913474XL                   X#B31877913474XL#Solid Structure Shape#4063041969060#55,99
B31877913474XS                   X#B31877913474XS#Solid Structure Shape#4063041969077#55,99
B31877913474XXL                  X#B31877913474XXL#Solid Structure Shape#4063041969084#55,99
B31877914077L                    X#B31877914077L#Solid Structure Shape#4063041969091#55,99
B31877914077M                    X#B31877914077M#Solid Structure Shape#4063041969107#55,99
B31877914077S                    X#B31877914077S#Solid Structure Shape#4063041969114#55,99
B31877914077XL                   X#B31877914077XL#Solid Structure Shape#4063041950891#39,99
B31877914077XS                   X#B31877914077XS#Solid Structure Shape#4063041950907#39,99
B31877914077XXL                  X#B31877914077XXL#Solid Structure Shape#4063041950914#39,99
B31878014077L                    X#B31878014077L#Solid Structure Hoody Jacket#4063041950921#39,99
B31878014077M                    X#B31878014077M#Solid Structure Hoody Jacket#4063041950938#39,99
B31878014077S                    X#B31878014077S#Solid Structure Hoody Jacket#4063041950945#39,99
B31878014077XL                   X#B31878014077XL#Solid Structure Hoody Jacket#4063041951218#39,99
B31878014077XS                   X#B31878014077XS#Solid Structure Hoody Jacket#4063041951232#39,99
B31878014077XXL                  X#B31878014077XXL#Solid Structure Hoody Jacket#4063041951256#39,99
B31878733273L                    X#B31878733273L#Placed Wording Big Collar#4063041951270#39,99
B31878733273M                    X#B31878733273M#Placed Wording Big Collar#4063041951294#39,99
B31878733273S                    X#B31878733273S#Placed Wording Big Collar#4063041951317#39,99
B31878733273XL                   X#B31878733273XL#Placed Wording Big Collar#4063041972541#55,99
B31878733273XS                   X#B31878733273XS#Placed Wording Big Collar#4063041972558#55,99
B31878733273XXL                  X#B31878733273XXL#Placed Wording Big Collar#4063041972565#55,99
B31878734077L                    X#B31878734077L#Placed Wording Big Collar#4063041972572#55,99
B31878734077M                    X#B31878734077M#Placed Wording Big Collar#4063041972589#55,99
B31878734077S                    X#B31878734077S#Placed Wording Big Collar#4063041972596#55,99
B31878734077XL                   X#B31878734077XL#Placed Wording Big Collar#4063041951225#39,99
B31878734077XS                   X#B31878734077XS#Placed Wording Big Collar#4063041951249#39,99
B31878734077XXL                  X#B31878734077XXL#Placed Wording Big Collar#4063041951263#39,99
B31878734188L                    X#B31878734188L#Placed Wording Big Collar#4063041951287#39,99
B31878734188M                    X#B31878734188M#Placed Wording Big Collar#4063041951300#39,99
B31878734188S                    X#B31878734188S#Placed Wording Big Collar#4063041951324#39,99
B31878734188XL                   X#B31878734188XL#Placed Wording Big Collar#4063041969862#55,99
B31878734188XS                   X#B31878734188XS#Placed Wording Big Collar#4063041969893#55,99
B31878734188XXL                  X#B31878734188XXL#Placed Wording Big Collar#4063041969923#55,99
B31878813273L                    X#B31878813273L#Sleeve print Turtleneck#4063041969954#55,99
B31878813273M                    X#B31878813273M#Sleeve print Turtleneck#4063041969985#55,99
B31878813273S                    X#B31878813273S#Sleeve print Turtleneck#4063041970011#55,99
B31878813273XL                   X#B31878813273XL#Sleeve print Turtleneck#4063041969879#55,99
B31878813273XS                   X#B31878813273XS#Sleeve print Turtleneck#4063041969909#55,99
B31878813273XXL                  X#B31878813273XXL#Sleeve print Turtleneck#4063041969930#55,99
B31878813474L                    X#B31878813474L#Sleeve print Turtleneck#4063041969961#55,99
B31878813474M                    X#B31878813474M#Sleeve print Turtleneck#4063041969992#55,99
B31878813474S                    X#B31878813474S#Sleeve print Turtleneck#4063041970028#55,99
B31878813474XL                   X#B31878813474XL#Sleeve print Turtleneck#4063041969886#55,99
B31878813474XS                   X#B31878813474XS#Sleeve print Turtleneck#4063041969916#55,99
B31878813474XXL                  X#B31878813474XXL#Sleeve print Turtleneck#4063041969947#55,99
B31878814077L                    X#B31878814077L#Sleeve print Turtleneck#4063041969978#55,99
B31878814077M                    X#B31878814077M#Sleeve print Turtleneck#4063041970004#55,99
B31878814077S                    X#B31878814077S#Sleeve print Turtleneck#4063041970035#55,99
B31878814077XL                   X#B31878814077XL#Sleeve print Turtleneck#4063041951850#39,99
B31878814077XS                   X#B31878814077XS#Sleeve print Turtleneck#4063041951874#39,99
B31878814077XXL                  X#B31878814077XXL#Sleeve print Turtleneck#4063041951898#39,99
B31879024165L                    X#B31879024165L#Diagonal Doubleface Stripe#4063041951911#39,99
B31879024165M                    X#B31879024165M#Diagonal Doubleface Stripe#4063041951935#39,99
B31879024165S                    X#B31879024165S#Diagonal Doubleface Stripe#4063041951959#39,99
B31879024165XL                   X#B31879024165XL#Diagonal Doubleface Stripe#4063041951867#39,99
B31879024165XS                   X#B31879024165XS#Diagonal Doubleface Stripe#4063041951881#39,99
B31879024165XXL                  X#B31879024165XXL#Diagonal Doubleface Stripe#4063041951904#39,99
B31879024283L                    X#B31879024283L#Diagonal Doubleface Stripe#4063041951928#39,99
B31879024283M                    X#B31879024283M#Diagonal Doubleface Stripe#4063041951942#39,99
B31879024283S                    X#B31879024283S#Diagonal Doubleface Stripe#4063041951966#39,99
B31879024283XL                   X#B31879024283XL#Diagonal Doubleface Stripe#4063041952659#39,99
B31879024283XS                   X#B31879024283XS#Diagonal Doubleface Stripe#4063041952673#39,99
B31879024283XXL                  X#B31879024283XXL#Diagonal Doubleface Stripe#4063041952697#39,99
B31879533273L                    X#B31879533273L#Placed Flower Hoody#4063041952710#39,99
B31879533273M                    X#B31879533273M#Placed Flower Hoody#4063041952734#39,99
B31879533273S                    X#B31879533273S#Placed Flower Hoody#4063041952758#39,99
B31879533273XL                   X#B31879533273XL#Placed Flower Hoody#4063041952666#39,99
B31879533273XS                   X#B31879533273XS#Placed Flower Hoody#4063041952680#39,99
B31879533273XXL                  X#B31879533273XXL#Placed Flower Hoody#4063041952703#39,99
B31879533474L                    X#B31879533474L#Placed Flower Hoody#4063041952727#39,99
B31879533474M                    X#B31879533474M#Placed Flower Hoody#4063041952741#39,99
B31879533474S                    X#B31879533474S#Placed Flower Hoody#4063041952765#39,99
B31879533474XL                   X#B31879533474XL#Placed Flower Hoody#4063041952970#39,99
B31879533474XS                   X#B31879533474XS#Placed Flower Hoody#4063041952994#39,99
B31879533474XXL                  X#B31879533474XXL#Placed Flower Hoody#4063041953014#39,99
B31879713273L                    X#B31879713273L#Solid Tunic#4063041953038#39,99
B31879713273M                    X#B31879713273M#Solid Tunic#4063041953052#39,99
B31879713273S                    X#B31879713273S#Solid Tunic#4063041953076#39,99
B31879713273XL                   X#B31879713273XL#Solid Tunic#4063041970981#55,99
B31879713273XS                   X#B31879713273XS#Solid Tunic#4063041971001#55,99
B31879713273XXL                  X#B31879713273XXL#Solid Tunic#4063041971025#55,99
B31879714077L                    X#B31879714077L#Solid Tunic#4063041971049#55,99
B31879714077M                    X#B31879714077M#Solid Tunic#4063041971063#55,99
B31879714077S                    X#B31879714077S#Solid Tunic#4063041971087#55,99
B31879714077XL                   X#B31879714077XL#Solid Tunic#4063041970998#55,99
B31879714077XS                   X#B31879714077XS#Solid Tunic#4063041971018#55,99
B31879714077XXL                  X#B31879714077XXL#Solid Tunic#4063041971032#55,99
B31879714166L                    X#B31879714166L#Solid Tunic#4063041971056#55,99
B31879714166M                    X#B31879714166M#Solid Tunic#4063041971070#55,99
B31879714166S                    X#B31879714166S#Solid Tunic#4063041971094#55,99
B31879714166XL                   X#B31879714166XL#Solid Tunic#4063041952987#39,99
B31879714166XS                   X#B31879714166XS#Solid Tunic#4063041953007#39,99
B31879714166XXL                  X#B31879714166XXL#Solid Tunic#4063041953021#39,99
B31879714188L                    X#B31879714188L#Solid Tunic#4063041953045#39,99
B31879714188M                    X#B31879714188M#Solid Tunic#4063041953069#39,99
B31879714188S                    X#B31879714188S#Solid Tunic#4063041953083#39,99
B31879714188XL                   X#B31879714188XL#Solid Tunic#4063041972701#55,99
B31879714188XS                   X#B31879714188XS#Solid Tunic#4063041972725#55,99
B31879714188XXL                  X#B31879714188XXL#Solid Tunic#4063041972749#55,99
B31879823273L                    X#B31879823273L#AOP Tunic#4063041972763#55,99
B31879823273M                    X#B31879823273M#AOP Tunic#4063041972787#55,99
B31879823273S                    X#B31879823273S#AOP Tunic#4063041972800#55,99
B31879823273XL                   X#B31879823273XL#AOP Tunic#4063041953298#39,99
B31879823273XS                   X#B31879823273XS#AOP Tunic#4063041953311#39,99
B31879823273XXL                  X#B31879823273XXL#AOP Tunic#4063041953335#39,99
B31879824077L                    X#B31879824077L#AOP Tunic#4063041953359#39,99
B31879824077M                    X#B31879824077M#AOP Tunic#4063041953373#39,99
B31879824077S                    X#B31879824077S#AOP Tunic#4063041953397#39,99
B31879824077XL                   X#B31879824077XL#AOP Tunic#4063041953304#39,99
B31879824077XS                   X#B31879824077XS#AOP Tunic#4063041953328#39,99
B31879824077XXL                  X#B31879824077XXL#AOP Tunic#4063041953342#39,99
B31879824166L                    X#B31879824166L#AOP Tunic#4063041953366#39,99
B31879824166M                    X#B31879824166M#AOP Tunic#4063041953380#39,99
B31879824166S                    X#B31879824166S#AOP Tunic#4063041953403#39,99
B31879824166XL                   X#B31879824166XL#AOP Tunic#4063041953618#39,99
